cid,identity,score
2_11,1_7~CUW~1_21,33609856.0
3_2,2_6~CUW~1_12#MUR,27485512.0
3_3,2_11~CUW~2_14#MGNP,23573850.0
3_4,2_7~CUW~2_14#MGNF,24500360.0
3_5,2_11~CUW~2_7#MGNF,27271600.0
3_6,2_14~CUW~2_6#MUR,23466430.0
3_7,2_6~CUW~2_11#MGNF,25650986.0
3_8,1_12~CUW~2_14#MGNP,20524830.0
3_9,2_14~CUW~1_12#MUR,28236070.0
3_10,2_6~CUW~1_12#MGNP,31694124.0
3_11,2_11~CUW~2_6#MGNP,27450872.0
3_12,2_6~CUW~2_7#MUR,13028835.0
3_13,1_12~CUW~2_7#MGNF,24090956.0
3_14,2_7~CUW~2_11#MGNP,19188046.0
3_15,2_14~CUW~2_7#MGNF,16972974.0
3_16,1_12~CUW~2_11#MGNP,15607352.0
3_17,1_12~CUW~2_6#MGNF,30095164.0
3_18,2_7~CUW~2_14#MGNP,16519500.0
3_19,2_7~CUW~1_12#MGNF,26923572.0
3_20,2_6~CUW~2_7#MUR,22541112.0
3_21,2_14~CUW~1_12#MGNF,24608144.0
3_22,2_6~CUW~2_14#MGNP,16474950.0
3_23,1_12~CUW~2_7,22511332.0
3_24,2_11~CUW~2_14#MGNP,28607564.0
3_25,2_7~CUW~2_11,17757648.0
