cid,identity,score
1_1,(none),12.0
1_2,(none),11.0
1_3,(none),11.0
1_4,(none),21.0
1_5,(none),21.0
1_6,(none),16.0
1_7,(none),17.0
1_8,(none),18.0
1_9,(none),19.0
1_10,(none),21.0
1_11,(none),21.0
1_12,(none),12.0
1_13,(none),21.0
1_14,(none),14.0
1_15,(none),14.0
1_16,(none),18.0
1_17,(none),11.0
1_18,(none),18.0
1_19,(none),19.0
1_20,(none),13.0
1_21,(none),16.0
1_22,(none),14.0
1_23,(none),11.0
1_24,(none),18.0
1_25,(none),11.0
