cid,identity,score
4_20,3_22~CUW~3_17#MGNF,35871528.0
5_2,4_14~CUW~3_17#MGNF,31918854.0
5_3,4_14~CUW~4_20#MGNP,32809172.0
5_4,4_20~CUW~4_13,33112828.0
5_5,4_14~CUW~4_13#MGNF,32763248.0
5_6,4_13~CUW~3_17#MGNF,33039938.0
5_7,4_13~CUW~4_20,32753420.0
5_8,4_13~CUW~4_14#MGNP,28261792.0
5_9,4_17~CUW~4_14,32949096.0
5_10,3_17~CUW~4_14#MGNF,31314054.0
5_11,4_13~CUW~3_17#MGNP,18213438.0
5_12,4_20~CUW~4_13#MGNF,32153798.0
5_13,4_14~CUW~4_13#MGNF,32884056.0
5_14,4_20~CUW~3_17#MUR,16492438.0
5_15,4_13~CUW~4_17#MGNP,32845410.0
5_16,4_20~CUW~4_13,32927056.0
5_17,4_20~CUW~4_17,36785632.0
5_18,4_17~CUW~4_20#MGNF,33424298.0
5_19,4_17~CUW~4_14#MGNP,32884056.0
5_20,4_13~CUW~4_17#MGNF,26889774.0
5_21,4_14~CUW~4_13#MGNF,29741006.0
5_22,4_20~CUW~4_17#MUR,31195846.0
5_23,4_13~CUW~3_17#MGNP,22103084.0
5_24,4_14~CUW~3_17#MUR,25884542.0
5_25,4_17~CUW~4_20#MGNP,30343876.0
