cid,identity,score
1_23,(none),31318142.0
2_2,1_12~CUW~1_23,31614476.0
2_3,1_23~CUW~1_12,15186173.0
2_4,1_4~CUW~1_23#MGNF,23319652.0
2_5,1_4~CUW~1_3,16653094.0
2_6,1_23~CUW~1_12#MGNF,16250749.0
2_7,1_3~CUW~1_12#MGNF,27211952.0
2_8,1_23~CUW~1_12#MUR,26725480.0
2_9,1_3~CUW~1_23#MGNF,19067752.0
2_10,1_24~CUW~1_23#MUR,33424684.0
2_11,1_3~CUW~1_24#MGNF,18714064.0
2_12,1_23~CUW~1_24#MGNP,30028064.0
2_13,1_4~CUW~1_12#MGNP,13162408.0
2_14,1_24~CUW~1_4#MUR,13815289.0
2_15,1_3~CUW~1_24#MGNF,18170852.0
2_16,1_12~CUW~1_4#MUR,18432950.0
2_17,1_24~CUW~1_12#MGNF,21456260.0
2_18,1_24~CUW~1_23#MGNP,17697112.0
2_19,1_23~CUW~1_24,22477836.0
2_20,1_12~CUW~1_4#MGNF,19122514.0
2_21,1_4~CUW~1_12,13253658.0
2_22,1_3~CUW~1_12#MGNP,12569518.0
2_23,1_12~CUW~1_24#MUR,18729122.0
2_24,1_24~CUW~1_23,32884056.0
2_25,1_24~CUW~1_12#MGNF,24200488.0
