cid,identity,score
1_5,(none),86.0
3_2,2_5~CUW~2_3,58.0
3_3,2_3~CUW~1_5#MUR,51.0
3_4,1_5~CUW~2_3#MUR,82.0
3_5,2_5~CUW~1_5#MUR,86.0
3_6,2_10~CUW~2_3#MGNP,83.0
3_7,2_10~CUW~1_5#MGNF,83.0
3_8,2_3~CUW~1_5#MUR,45.0
3_9,2_4~CUW~2_5#MGNP,51.0
3_10,2_3~CUW~1_5#MGNF,62.0
3_11,2_5~CUW~2_4,86.0
3_12,1_5~CUW~2_3#MGNP,83.0
3_13,2_4~CUW~1_5#MUR,83.0
3_14,2_5~CUW~2_4#MGNP,78.0
3_15,2_10~CUW~2_3,86.0
3_16,2_4~CUW~2_3#MGNP,86.0
3_17,2_4~CUW~2_3,86.0
3_18,2_10~CUW~2_5#MGNP,76.0
3_19,2_10~CUW~1_5,86.0
3_20,2_3~CUW~2_10,79.0
3_21,1_5~CUW~2_4#MUR,72.0
3_22,2_4~CUW~1_5#MUR,30.0
3_23,2_10~CUW~2_4#MUR,85.0
3_24,2_5~CUW~2_10#MGNF,81.0
3_25,2_4~CUW~2_10#MUR,54.0
