cid,identity,score
1_1,(none),10.0
28_2,27_2~CUW~27_4,10.0
28_3,27_4~CUW~27_3#MUR,10.0
28_4,27_3~CUW~27_4,10.0
28_5,27_3~CUW~1_1#MUR,10.0
28_6,27_4~CUW~27_2#MUR,10.0
28_7,27_5~CUW~27_3#MUR,10.0
28_8,1_1~CUW~27_4#MUR,10.0
28_9,1_1~CUW~27_5,10.0
28_10,27_4~CUW~27_5#MGNP,10.0
28_11,27_2~CUW~1_1#MGNF,10.0
28_12,27_2~CUW~27_5,10.0
28_13,1_1~CUW~27_4#MGNP,10.0
28_14,27_3~CUW~27_5,10.0
28_15,27_3~CUW~1_1,10.0
28_16,27_4~CUW~27_5#MGNF,10.0
28_17,27_5~CUW~1_1,10.0
28_18,27_3~CUW~27_4,10.0
28_19,27_4~CUW~27_2#MGNF,10.0
28_20,27_5~CUW~1_1#MGNP,10.0
28_21,27_2~CUW~27_3#MGNF,10.0
28_22,27_4~CUW~1_1#MGNP,10.0
28_23,27_3~CUW~27_4#MGNF,10.0
28_24,27_2~CUW~27_5#MGNP,10.0
28_25,27_4~CUW~27_3#MUR,10.0
