cid,identity,score
1_1,(none),10.0
19_2,1_1~CUW~18_5#MGNP,10.0
19_3,18_2~CUW~1_1#MGNF,10.0
19_4,18_2~CUW~18_3#MGNP,10.0
19_5,18_5~CUW~1_1#MGNF,10.0
19_6,1_1~CUW~18_4#MGNF,10.0
19_7,1_1~CUW~18_4#MGNF,10.0
19_8,18_3~CUW~18_4#MGNP,10.0
19_9,18_5~CUW~18_3#MGNF,10.0
19_10,18_4~CUW~18_2#MGNF,10.0
19_11,18_2~CUW~18_3,10.0
19_12,18_4~CUW~18_3#MUR,10.0
19_13,18_2~CUW~18_4#MGNP,10.0
19_14,1_1~CUW~18_2#MGNF,10.0
19_15,18_3~CUW~18_4#MGNF,10.0
19_16,18_4~CUW~18_5#MGNP,10.0
19_17,18_4~CUW~18_2,10.0
19_18,18_4~CUW~18_5,10.0
19_19,18_2~CUW~1_1#MGNF,10.0
19_20,18_5~CUW~18_2#MGNF,10.0
19_21,18_5~CUW~1_1,10.0
19_22,18_3~CUW~1_1#MGNF,10.0
19_23,18_2~CUW~18_5#MGNP,10.0
19_24,1_1~CUW~18_5#MGNF,10.0
19_25,18_5~CUW~1_1#MGNF,10.0
