cid,identity,score
1_1,(none),10.0
25_2,24_3~CUW~1_1#MGNP,10.0
25_3,24_2~CUW~24_3#MGNP,10.0
25_4,24_3~CUW~1_1#MUR,10.0
25_5,24_3~CUW~24_4#MUR,10.0
25_6,24_3~CUW~1_1#MUR,10.0
25_7,24_3~CUW~1_1#MGNF,10.0
25_8,24_5~CUW~24_2,10.0
25_9,24_3~CUW~24_4,10.0
25_10,24_2~CUW~24_4#MGNF,10.0
25_11,24_5~CUW~24_4#MGNP,10.0
25_12,24_4~CUW~24_2#MGNF,10.0
25_13,24_4~CUW~24_5#MGNP,10.0
25_14,1_1~CUW~24_2#MGNF,10.0
25_15,24_5~CUW~24_4,10.0
25_16,24_5~CUW~24_2,10.0
25_17,1_1~CUW~24_5#MGNF,10.0
25_18,24_4~CUW~24_2#MUR,10.0
25_19,24_4~CUW~24_3#MGNF,10.0
25_20,1_1~CUW~24_5#MUR,10.0
25_21,24_5~CUW~24_3#MGNP,10.0
25_22,1_1~CUW~24_2,10.0
25_23,24_5~CUW~24_2#MGNF,10.0
25_24,24_2~CUW~24_5#MUR,10.0
25_25,24_2~CUW~1_1#MGNP,10.0
