cid,identity,score
1_1,(none),10.0
30_2,29_4~CUW~29_3,10.0
30_3,1_1~CUW~29_4#MGNF,10.0
30_4,1_1~CUW~29_5#MGNF,10.0
30_5,1_1~CUW~29_2,10.0
30_6,29_3~CUW~1_1,10.0
30_7,1_1~CUW~29_5#MGNP,10.0
30_8,29_4~CUW~1_1,10.0
30_9,29_5~CUW~29_2#MGNP,10.0
30_10,29_5~CUW~1_1#MGNF,10.0
30_11,29_4~CUW~1_1,10.0
30_12,29_4~CUW~1_1#MGNF,10.0
30_13,29_5~CUW~29_2#MGNP,10.0
30_14,29_4~CUW~29_5#MGNF,10.0
30_15,29_3~CUW~29_4#MUR,10.0
30_16,1_1~CUW~29_5#MGNP,10.0
30_17,29_4~CUW~1_1#MUR,10.0
30_18,29_2~CUW~29_5#MGNF,10.0
30_19,1_1~CUW~29_5#MGNP,10.0
30_20,1_1~CUW~29_5#MGNP,10.0
30_21,29_5~CUW~29_2,10.0
30_22,29_5~CUW~29_2#MUR,10.0
30_23,29_5~CUW~1_1,10.0
30_24,1_1~CUW~29_5,10.0
30_25,29_3~CUW~29_4#MGNP,10.0
