cid,identity,score
1_1,(none),10.0
22_2,21_3~CUW~1_1#MGNF,10.0
22_3,21_3~CUW~21_2#MUR,10.0
22_4,21_2~CUW~21_4#MUR,10.0
22_5,21_3~CUW~21_4#MGNP,10.0
22_6,21_2~CUW~21_3,10.0
22_7,21_3~CUW~1_1#MGNF,10.0
22_8,21_2~CUW~1_1#MUR,10.0
22_9,21_4~CUW~21_5#MGNF,10.0
22_10,21_5~CUW~1_1#MGNF,10.0
22_11,21_3~CUW~1_1#MUR,10.0
22_12,21_3~CUW~21_2#MGNP,10.0
22_13,21_2~CUW~1_1#MUR,10.0
22_14,21_2~CUW~21_3,10.0
22_15,21_3~CUW~21_2#MGNP,10.0
22_16,21_3~CUW~21_5#MGNF,10.0
22_17,21_4~CUW~21_3#MUR,10.0
22_18,21_4~CUW~21_2#MGNP,10.0
22_19,21_2~CUW~21_5#MGNF,10.0
22_20,21_5~CUW~1_1#MUR,10.0
22_21,21_2~CUW~21_5#MGNF,10.0
22_22,21_2~CUW~1_1#MGNP,10.0
22_23,1_1~CUW~21_3#MUR,10.0
22_24,21_4~CUW~21_3#MGNP,10.0
22_25,21_2~CUW~21_3#MGNF,10.0
