cid,identity,score
1_1,(none),10.0
5_2,4_5~CUW~1_1#MGNF,10.0
5_3,4_4~CUW~4_3#MUR,10.0
5_4,4_2~CUW~1_1#MGNP,10.0
5_5,4_3~CUW~1_1#MUR,10.0
5_6,4_4~CUW~1_1,10.0
5_7,4_5~CUW~4_2#MGNF,10.0
5_8,4_5~CUW~1_1#MUR,10.0
5_9,1_1~CUW~4_3,10.0
5_10,4_4~CUW~1_1#MGNF,10.0
5_11,4_5~CUW~4_3#MUR,10.0
5_12,4_5~CUW~1_1#MGNP,10.0
5_13,4_5~CUW~1_1,10.0
5_14,1_1~CUW~4_4#MGNF,10.0
5_15,4_5~CUW~1_1#MGNF,10.0
5_16,4_3~CUW~1_1#MUR,10.0
5_17,4_2~CUW~4_3#MGNP,10.0
5_18,4_4~CUW~4_5,10.0
5_19,4_4~CUW~4_3#MGNP,10.0
5_20,4_4~CUW~4_3#MGNF,10.0
5_21,1_1~CUW~4_2#MGNP,10.0
5_22,4_5~CUW~4_2,10.0
5_23,4_5~CUW~4_3#MUR,10.0
5_24,1_1~CUW~4_3#MGNF,10.0
5_25,4_3~CUW~4_2#MGNF,10.0
