cid,identity,score
1_1,(none),10.0
17_2,16_4~CUW~16_5#MUR,10.0
17_3,16_2~CUW~16_4,10.0
17_4,16_4~CUW~1_1#MGNP,10.0
17_5,16_4~CUW~16_2,10.0
17_6,16_4~CUW~16_3#MGNF,10.0
17_7,16_2~CUW~1_1#MUR,10.0
17_8,16_4~CUW~16_2#MUR,10.0
17_9,16_2~CUW~1_1#MGNF,10.0
17_10,1_1~CUW~16_2#MUR,10.0
17_11,16_3~CUW~16_5,10.0
17_12,16_2~CUW~16_3#MGNP,10.0
17_13,1_1~CUW~16_2#MGNF,10.0
17_14,16_5~CUW~16_2,10.0
17_15,16_4~CUW~16_3,10.0
17_16,1_1~CUW~16_5,10.0
17_17,16_2~CUW~1_1,10.0
17_18,16_5~CUW~1_1#MUR,10.0
17_19,1_1~CUW~16_3#MGNP,10.0
17_20,16_4~CUW~16_5#MGNF,10.0
17_21,16_4~CUW~16_5#MUR,10.0
17_22,16_4~CUW~16_2,10.0
17_23,1_1~CUW~16_4#MUR,10.0
17_24,16_2~CUW~1_1,10.0
17_25,16_2~CUW~16_5#MGNF,10.0
