cid,identity,score
1_1,(none),10.0
21_2,20_3~CUW~20_4,10.0
21_3,20_3~CUW~20_2,10.0
21_4,20_4~CUW~20_2#MGNP,10.0
21_5,20_4~CUW~20_3#MGNF,10.0
21_6,20_5~CUW~20_2#MUR,10.0
21_7,20_2~CUW~20_3,10.0
21_8,20_2~CUW~20_5#MGNP,10.0
21_9,20_2~CUW~20_3#MGNP,10.0
21_10,1_1~CUW~20_5#MUR,10.0
21_11,20_4~CUW~20_5,10.0
21_12,20_3~CUW~20_2#MGNF,10.0
21_13,20_5~CUW~20_4#MGNF,10.0
21_14,20_4~CUW~20_5,10.0
21_15,20_2~CUW~20_4,10.0
21_16,20_3~CUW~20_2,10.0
21_17,20_2~CUW~20_5#MUR,10.0
21_18,20_5~CUW~20_3#MGNF,10.0
21_19,20_4~CUW~20_5#MGNF,10.0
21_20,20_4~CUW~20_3#MGNP,10.0
21_21,20_5~CUW~20_2#MGNF,10.0
21_22,20_4~CUW~20_5#MGNP,10.0
21_23,20_2~CUW~20_4,10.0
21_24,20_5~CUW~1_1#MGNF,10.0
21_25,20_4~CUW~20_5#MGNP,10.0
