cid,identity,score
1_1,(none),10.0
23_2,22_5~CUW~1_1#MUR,10.0
23_3,22_2~CUW~22_4#MUR,10.0
23_4,22_2~CUW~22_4#MGNP,10.0
23_5,22_5~CUW~22_3#MGNF,10.0
23_6,22_3~CUW~22_5#MGNP,10.0
23_7,22_3~CUW~22_2#MGNP,10.0
23_8,22_3~CUW~22_2#MUR,10.0
23_9,22_5~CUW~22_4,10.0
23_10,1_1~CUW~22_5#MGNF,10.0
23_11,1_1~CUW~22_5#MGNP,10.0
23_12,1_1~CUW~22_5#MUR,10.0
23_13,1_1~CUW~22_2#MUR,10.0
23_14,22_3~CUW~1_1#MGNF,10.0
23_15,22_2~CUW~1_1#MGNF,10.0
23_16,22_5~CUW~1_1,10.0
23_17,22_2~CUW~1_1#MUR,10.0
23_18,1_1~CUW~22_4#MGNF,10.0
23_19,1_1~CUW~22_5#MUR,10.0
23_20,22_2~CUW~22_5#MUR,10.0
23_21,22_3~CUW~1_1#MGNF,10.0
23_22,1_1~CUW~22_2#MGNF,10.0
23_23,1_1~CUW~22_4#MGNF,10.0
23_24,1_1~CUW~22_5#MUR,10.0
23_25,22_3~CUW~22_5#MGNP,10.0
