cid,identity,score
1_1,(none),10.0
7_2,6_2~CUW~6_5#MGNP,10.0
7_3,1_1~CUW~6_5,10.0
7_4,6_5~CUW~1_1#MGNF,10.0
7_5,6_4~CUW~1_1#MGNP,10.0
7_6,6_5~CUW~6_3#MUR,10.0
7_7,6_2~CUW~6_4#MGNF,10.0
7_8,6_2~CUW~1_1#MUR,10.0
7_9,1_1~CUW~6_4#MUR,10.0
7_10,1_1~CUW~6_5#MUR,10.0
7_11,6_3~CUW~6_5#MGNF,10.0
7_12,6_5~CUW~6_3,10.0
7_13,6_3~CUW~1_1#MUR,10.0
7_14,6_2~CUW~6_5#MGNP,10.0
7_15,6_3~CUW~6_4#MUR,10.0
7_16,6_3~CUW~6_2,10.0
7_17,6_4~CUW~6_2#MGNF,10.0
7_18,6_3~CUW~1_1,10.0
7_19,6_3~CUW~6_2#MUR,10.0
7_20,6_4~CUW~1_1#MGNP,10.0
7_21,1_1~CUW~6_2#MGNP,10.0
7_22,6_3~CUW~6_4#MGNP,10.0
7_23,6_3~CUW~6_5,10.0
7_24,1_1~CUW~6_3#MGNP,10.0
7_25,6_4~CUW~1_1,10.0
