cid,identity,score
1_1,(none),10.0
9_2,8_3~CUW~8_5#MGNP,10.0
9_3,8_3~CUW~8_4#MGNF,10.0
9_4,1_1~CUW~8_3#MGNP,10.0
9_5,8_3~CUW~8_4#MGNP,10.0
9_6,8_4~CUW~1_1#MGNP,10.0
9_7,8_2~CUW~8_4#MGNF,10.0
9_8,1_1~CUW~8_3#MGNP,10.0
9_9,8_5~CUW~8_3#MGNF,10.0
9_10,1_1~CUW~8_5#MGNF,10.0
9_11,8_5~CUW~1_1#MGNF,10.0
9_12,1_1~CUW~8_5#MUR,10.0
9_13,8_2~CUW~1_1#MGNF,10.0
9_14,8_5~CUW~1_1,10.0
9_15,8_4~CUW~1_1#MGNP,10.0
9_16,8_3~CUW~1_1#MGNF,10.0
9_17,8_3~CUW~8_5#MUR,10.0
9_18,8_5~CUW~8_4#MGNF,10.0
9_19,1_1~CUW~8_3#MUR,10.0
9_20,8_3~CUW~1_1#MGNF,10.0
9_21,8_5~CUW~8_2#MGNF,10.0
9_22,1_1~CUW~8_5,10.0
9_23,8_3~CUW~8_2#MGNP,10.0
9_24,8_3~CUW~8_4,10.0
9_25,8_2~CUW~1_1#MGNP,10.0
