cid,identity,score
1_1,(none),10.0
4_2,3_4~CUW~3_3,10.0
4_3,3_4~CUW~3_3#MGNP,10.0
4_4,3_5~CUW~3_4#MUR,10.0
4_5,3_4~CUW~1_1#MGNF,10.0
4_6,1_1~CUW~3_3#MUR,10.0
4_7,3_4~CUW~1_1,10.0
4_8,3_5~CUW~1_1,10.0
4_9,3_5~CUW~3_2#MGNP,10.0
4_10,3_2~CUW~3_5#MGNF,10.0
4_11,3_5~CUW~1_1#MGNF,10.0
4_12,3_5~CUW~3_3,10.0
4_13,3_2~CUW~1_1#MUR,10.0
4_14,3_4~CUW~3_3,10.0
4_15,3_2~CUW~1_1#MGNP,10.0
4_16,3_4~CUW~1_1#MGNP,10.0
4_17,3_2~CUW~3_3#MGNP,10.0
4_18,1_1~CUW~3_3#MGNP,10.0
4_19,1_1~CUW~3_5#MUR,10.0
4_20,1_1~CUW~3_3#MUR,10.0
4_21,1_1~CUW~3_4#MUR,10.0
4_22,3_5~CUW~3_4#MGNF,10.0
4_23,3_4~CUW~3_3#MGNP,10.0
4_24,3_5~CUW~3_3,10.0
4_25,3_5~CUW~3_3#MGNP,10.0
