cid,identity,score
1_1,(none),10.0
11_2,10_2~CUW~10_5#MGNF,10.0
11_3,10_4~CUW~10_5,10.0
11_4,10_4~CUW~10_5#MGNP,10.0
11_5,10_5~CUW~10_3#MUR,10.0
11_6,10_5~CUW~1_1#MGNF,10.0
11_7,10_3~CUW~1_1#MGNF,10.0
11_8,10_5~CUW~1_1#MUR,10.0
11_9,1_1~CUW~10_4#MGNP,10.0
11_10,10_3~CUW~10_4#MGNP,10.0
11_11,10_2~CUW~10_3#MUR,10.0
11_12,10_5~CUW~10_4#MUR,10.0
11_13,10_2~CUW~10_3,10.0
11_14,10_2~CUW~10_5#MGNP,10.0
11_15,10_5~CUW~10_4,10.0
11_16,1_1~CUW~10_3#MGNP,10.0
11_17,10_3~CUW~10_5#MGNP,10.0
11_18,1_1~CUW~10_4,10.0
11_19,10_5~CUW~10_4#MGNF,10.0
11_20,10_3~CUW~10_2#MGNP,10.0
11_21,10_2~CUW~1_1,10.0
11_22,10_2~CUW~10_4#MUR,10.0
11_23,10_3~CUW~10_2,10.0
11_24,10_3~CUW~1_1#MGNF,10.0
11_25,10_2~CUW~10_3#MUR,10.0
