cid,identity,score
1_1,(none),10.0
15_2,14_2~CUW~14_5#MGNF,10.0
15_3,14_3~CUW~14_2#MUR,10.0
15_4,14_2~CUW~14_3#MGNP,10.0
15_5,14_4~CUW~14_2#MUR,10.0
15_6,14_5~CUW~14_4#MUR,10.0
15_7,14_3~CUW~14_2#MUR,10.0
15_8,14_3~CUW~14_4#MGNP,10.0
15_9,14_2~CUW~1_1#MGNF,10.0
15_10,14_3~CUW~14_2#MUR,10.0
15_11,14_4~CUW~14_2#MGNF,10.0
15_12,1_1~CUW~14_2#MGNF,10.0
15_13,14_5~CUW~14_3#MUR,10.0
15_14,14_4~CUW~14_5,10.0
15_15,1_1~CUW~14_2#MGNP,10.0
15_16,14_3~CUW~14_2#MGNF,10.0
15_17,14_5~CUW~14_2#MUR,10.0
15_18,14_2~CUW~14_3#MGNF,10.0
15_19,14_5~CUW~14_2#MUR,10.0
15_20,14_5~CUW~14_3#MGNP,10.0
15_21,14_5~CUW~1_1#MGNF,10.0
15_22,1_1~CUW~14_5#MGNP,10.0
15_23,14_5~CUW~14_3,10.0
15_24,14_2~CUW~14_5#MGNP,10.0
15_25,14_4~CUW~1_1#MGNF,10.0
