cid,identity,score
1_1,(none),10.0
6_2,5_4~CUW~5_5#MGNP,10.0
6_3,5_4~CUW~1_1#MGNP,10.0
6_4,5_3~CUW~5_5#MGNP,10.0
6_5,5_4~CUW~5_5#MUR,10.0
6_6,1_1~CUW~5_5#MGNP,10.0
6_7,1_1~CUW~5_4#MUR,10.0
6_8,5_3~CUW~5_5,10.0
6_9,1_1~CUW~5_3,10.0
6_10,5_3~CUW~5_4#MUR,10.0
6_11,1_1~CUW~5_2#MUR,10.0
6_12,5_3~CUW~5_5,10.0
6_13,5_4~CUW~1_1#MGNF,10.0
6_14,1_1~CUW~5_2#MUR,10.0
6_15,5_3~CUW~5_5#MGNP,10.0
6_16,5_2~CUW~5_5#MGNF,10.0
6_17,5_2~CUW~5_5,10.0
6_18,5_5~CUW~5_4#MGNF,10.0
6_19,5_2~CUW~1_1#MGNP,10.0
6_20,5_5~CUW~5_4#MUR,10.0
6_21,5_3~CUW~5_4#MGNP,10.0
6_22,5_2~CUW~5_5#MUR,10.0
6_23,1_1~CUW~5_2#MGNF,10.0
6_24,1_1~CUW~5_5#MGNF,10.0
6_25,5_4~CUW~5_2,10.0
