cid,identity,score
1_8,(none),86.0
4_2,3_11~CUW~3_3#MUR,69.0
4_3,1_8~CUW~3_13#MGNF,81.0
4_4,3_14~CUW~3_11#MGNP,47.0
4_5,3_13~CUW~3_14#MGNF,85.0
4_6,3_3~CUW~3_13#MGNP,80.0
4_7,3_13~CUW~3_14#MUR,86.0
4_8,3_11~CUW~3_14,51.0
4_9,3_11~CUW~3_14#MGNF,56.0
4_10,3_3~CUW~3_13,86.0
4_11,1_8~CUW~3_3,81.0
4_12,3_11~CUW~3_14,76.0
4_13,1_8~CUW~3_13#MGNP,86.0
4_14,3_13~CUW~3_3,85.0
4_15,3_13~CUW~3_14,86.0
4_16,3_13~CUW~3_3,80.0
4_17,3_13~CUW~3_14#MUR,56.0
4_18,1_8~CUW~3_3#MGNF,86.0
4_19,3_14~CUW~3_11,78.0
4_20,1_8~CUW~3_13,86.0
4_21,3_3~CUW~3_11#MUR,54.0
4_22,3_14~CUW~3_11#MUR,72.0
4_23,3_13~CUW~3_14#MUR,86.0
4_24,3_3~CUW~3_11#MGNF,84.0
4_25,3_13~CUW~3_3#MGNP,82.0
