cid,identity,score
1_4,(none),86.0
3_2,1_4~CUW~2_5#MUR,44.0
3_3,2_7~CUW~2_5#MUR,77.0
3_4,2_5~CUW~2_11#MGNF,54.0
3_5,2_11~CUW~2_8#MUR,40.0
3_6,1_4~CUW~2_11#MGNP,79.0
3_7,2_7~CUW~1_4,86.0
3_8,1_4~CUW~2_7#MGNP,86.0
3_9,2_11~CUW~2_8,52.0
3_10,2_7~CUW~1_4#MGNP,86.0
3_11,2_7~CUW~2_8#MUR,79.0
3_12,2_11~CUW~2_7#MGNF,59.0
3_13,2_11~CUW~2_7#MGNP,79.0
3_14,2_11~CUW~2_7,81.0
3_15,2_8~CUW~2_5#MGNP,66.0
3_16,1_4~CUW~2_5#MGNP,41.0
3_17,1_4~CUW~2_7,86.0
3_18,2_8~CUW~2_5#MGNP,70.0
3_19,2_11~CUW~1_4#MUR,30.0
3_20,2_7~CUW~2_5#MGNF,61.0
3_21,2_11~CUW~1_4#MUR,86.0
3_22,2_11~CUW~1_4#MUR,79.0
3_23,1_4~CUW~2_5#MUR,64.0
3_24,1_4~CUW~2_5#MGNP,59.0
3_25,2_8~CUW~2_7,86.0
