cid,identity,score
1_4,(none),86.0
4_2,3_7~CUW~1_4,86.0
4_3,3_8~CUW~3_7#MUR,83.0
4_4,3_17~CUW~3_10#MUR,86.0
4_5,3_8~CUW~3_10#MGNF,86.0
4_6,3_10~CUW~3_7#MGNF,82.0
4_7,3_8~CUW~3_17#MUR,45.0
4_8,3_17~CUW~3_8,86.0
4_9,3_17~CUW~3_7,86.0
4_10,1_4~CUW~3_8#MGNP,86.0
4_11,3_10~CUW~3_7,86.0
4_12,3_8~CUW~1_4#MUR,86.0
4_13,1_4~CUW~3_8,86.0
4_14,3_10~CUW~3_7#MUR,80.0
4_15,3_17~CUW~1_4#MGNF,86.0
4_16,3_10~CUW~3_17#MGNP,86.0
4_17,3_8~CUW~3_17#MUR,69.0
4_18,1_4~CUW~3_10#MGNP,52.0
4_19,3_7~CUW~3_17#MGNP,86.0
4_20,3_17~CUW~3_7,86.0
4_21,3_10~CUW~3_17#MGNF,86.0
4_22,1_4~CUW~3_17#MUR,86.0
4_23,1_4~CUW~3_8#MGNP,86.0
4_24,3_7~CUW~3_8#MGNF,86.0
4_25,3_8~CUW~3_7,86.0
