cid,identity,score
1_24,(none),36832276.0
5_2,4_6~CUW~4_17#MUR,25523228.0
5_3,4_15~CUW~4_17#MGNF,34360068.0
5_4,4_17~CUW~1_24#MGNP,31301386.0
5_5,4_20~CUW~1_24,13064360.0
5_6,4_17~CUW~4_20,27370268.0
5_7,4_15~CUW~1_24#MGNP,19627806.0
5_8,4_17~CUW~4_20,33355264.0
5_9,4_6~CUW~4_17,35535400.0
5_10,4_17~CUW~4_20#MGNP,30314164.0
5_11,1_24~CUW~4_17#MUR,23715820.0
5_12,1_24~CUW~4_20#MGNP,30288086.0
5_13,4_15~CUW~4_6#MUR,19936028.0
5_14,4_15~CUW~4_20#MGNP,36035064.0
5_15,4_15~CUW~4_17#MGNF,24874260.0
5_16,4_15~CUW~1_24#MGNP,15687187.0
5_17,4_17~CUW~4_20#MGNF,22063584.0
5_18,4_17~CUW~4_15,36238064.0
5_19,4_6~CUW~4_17#MGNP,31206818.0
5_20,4_20~CUW~4_6,28015574.0
5_21,4_15~CUW~4_6#MGNP,25233284.0
5_22,4_15~CUW~4_6#MUR,22120432.0
5_23,4_6~CUW~4_20#MUR,22219628.0
5_24,1_24~CUW~4_15#MGNF,21667068.0
5_25,4_17~CUW~4_6,32971232.0
