cid,identity,score
1_5,(none),22.0
3_2,1_5~CUW~2_12#MUR,14.0
3_3,2_12~CUW~2_7#MUR,14.0
3_4,2_13~CUW~2_10#MGNP,16.0
3_5,2_7~CUW~2_10#MUR,13.0
3_6,2_13~CUW~2_12,17.0
3_7,2_10~CUW~2_7#MGNP,21.0
3_8,2_10~CUW~2_7,21.0
3_9,1_5~CUW~2_10,10.0
3_10,1_5~CUW~2_12,21.0
3_11,2_13~CUW~1_5#MGNP,12.0
3_12,2_12~CUW~2_10#MGNF,21.0
3_13,2_13~CUW~2_10#MGNP,16.0
3_14,1_5~CUW~2_13#MGNP,21.0
3_15,2_13~CUW~2_10#MGNF,16.0
3_16,2_13~CUW~2_7,21.0
3_17,2_13~CUW~2_7,24.0
3_18,1_5~CUW~2_7,12.0
3_19,2_13~CUW~2_10,15.0
3_20,2_7~CUW~2_10#MGNP,21.0
3_21,2_12~CUW~2_7#MUR,21.0
3_22,2_13~CUW~2_12#MUR,13.0
3_23,2_10~CUW~2_7#MGNF,21.0
3_24,2_7~CUW~1_5#MUR,13.0
3_25,2_7~CUW~1_5#MUR,11.0
