cid,identity,score
3_17,2_13~CUW~2_7,24.0
4_2,3_17~CUW~3_8,21.0
4_3,3_10~CUW~3_8#MGNP,21.0
4_4,3_7~CUW~1_5#MGNP,21.0
4_5,3_8~CUW~3_7#MGNF,21.0
4_6,3_7~CUW~3_8,21.0
4_7,3_8~CUW~3_7,21.0
4_8,1_5~CUW~3_7,14.0
4_9,3_17~CUW~3_8,16.0
4_10,3_8~CUW~3_17#MUR,16.0
4_11,3_8~CUW~3_10#MGNF,21.0
4_12,1_5~CUW~3_17#MUR,12.0
4_13,3_7~CUW~3_17,21.0
4_14,3_7~CUW~3_8#MGNF,16.0
4_15,1_5~CUW~3_7#MGNF,10.0
4_16,3_7~CUW~1_5#MUR,16.0
4_17,3_8~CUW~3_17,21.0
4_18,3_8~CUW~3_7#MGNF,16.0
4_19,3_8~CUW~3_17#MGNF,14.0
4_20,1_5~CUW~3_8#MUR,16.0
4_21,3_7~CUW~1_5#MUR,16.0
4_22,3_7~CUW~3_8#MGNF,21.0
4_23,3_7~CUW~3_8#MGNF,21.0
4_24,3_10~CUW~3_8#MGNP,21.0
4_25,1_5~CUW~3_7,13.0
