cid,identity,score
1_11,(none),86.0
4_2,1_11~CUW~3_10#MGNP,75.0
4_3,3_19~CUW~3_18,86.0
4_4,3_10~CUW~1_11#MGNP,59.0
4_5,1_11~CUW~3_19#MGNP,86.0
4_6,3_10~CUW~3_19#MUR,75.0
4_7,3_19~CUW~3_18#MGNF,77.0
4_8,3_10~CUW~3_18#MGNF,47.0
4_9,3_18~CUW~1_11#MGNP,59.0
4_10,3_10~CUW~3_18#MUR,82.0
4_11,3_19~CUW~3_18#MGNF,86.0
4_12,3_10~CUW~3_19#MUR,47.0
4_13,3_10~CUW~3_19,86.0
4_14,3_10~CUW~3_18#MUR,50.0
4_15,1_11~CUW~3_8#MGNF,58.0
4_16,1_11~CUW~3_19#MGNP,79.0
4_17,3_10~CUW~1_11#MUR,86.0
4_18,3_10~CUW~3_19#MGNP,86.0
4_19,1_11~CUW~3_19#MGNP,86.0
4_20,3_18~CUW~3_10#MGNF,55.0
4_21,1_11~CUW~3_8#MUR,45.0
4_22,3_10~CUW~3_18#MGNF,86.0
4_23,3_19~CUW~1_11,86.0
4_24,3_18~CUW~3_10#MGNP,86.0
4_25,3_18~CUW~3_10#MGNF,79.0
