cid,identity,score
2_8,1_12~CUW~1_5#MGNF,22.0
3_2,2_22~CUW~2_5,23.0
3_3,1_5~CUW~2_9#MGNF,21.0
3_4,1_5~CUW~2_22#MGNP,16.0
3_5,2_9~CUW~2_5#MGNP,21.0
3_6,2_22~CUW~2_5#MGNP,21.0
3_7,2_8~CUW~2_9#MGNP,16.0
3_8,2_5~CUW~2_8,14.0
3_9,2_5~CUW~2_22#MGNF,11.0
3_10,2_8~CUW~2_5#MGNF,16.0
3_11,1_5~CUW~2_5#MUR,22.0
3_12,2_8~CUW~2_9#MUR,21.0
3_13,2_8~CUW~2_9#MUR,21.0
3_14,2_5~CUW~1_5#MGNP,14.0
3_15,2_8~CUW~1_5#MGNP,21.0
3_16,1_5~CUW~2_22#MGNF,24.0
3_17,2_22~CUW~2_8#MGNP,24.0
3_18,2_5~CUW~1_5#MUR,14.0
3_19,2_5~CUW~2_8#MUR,17.0
3_20,2_9~CUW~2_22#MGNP,21.0
3_21,2_22~CUW~2_8#MUR,21.0
3_22,2_9~CUW~2_22#MUR,21.0
3_23,1_5~CUW~2_22#MGNP,21.0
3_24,1_5~CUW~2_8#MUR,12.0
3_25,2_8~CUW~1_5#MUR,14.0
