cid,identity,score
1_1,(none),86.0
5_2,4_4~CUW~4_5#MUR,81.0
5_3,4_7~CUW~4_2,86.0
5_4,4_5~CUW~1_1,86.0
5_5,1_1~CUW~4_7#MGNP,86.0
5_6,4_5~CUW~4_7#MGNP,86.0
5_7,1_1~CUW~4_7#MUR,66.0
5_8,4_2~CUW~1_1,86.0
5_9,4_5~CUW~4_4#MGNP,86.0
5_10,1_1~CUW~4_4#MGNP,86.0
5_11,4_5~CUW~4_7#MGNF,86.0
5_12,4_7~CUW~4_5#MGNF,86.0
5_13,4_4~CUW~4_5#MUR,51.0
5_14,4_7~CUW~1_1,86.0
5_15,4_2~CUW~1_1#MGNF,86.0
5_16,4_4~CUW~4_5#MUR,55.0
5_17,4_5~CUW~1_1,86.0
5_18,4_4~CUW~4_7#MUR,81.0
5_19,4_2~CUW~4_7#MGNP,67.0
5_20,4_2~CUW~4_4#MGNF,83.0
5_21,4_7~CUW~4_2#MUR,86.0
5_22,1_1~CUW~4_2,86.0
5_23,4_7~CUW~4_5#MUR,52.0
5_24,4_7~CUW~1_1,86.0
5_25,4_7~CUW~1_1#MGNP,86.0
