cid,identity,score
1_1,(none),86.0
2_2,1_10~CUW~1_20,53.0
2_3,1_10~CUW~1_20#MUR,82.0
2_4,1_1~CUW~1_14#MGNP,51.0
2_5,1_14~CUW~1_1#MGNF,83.0
2_6,1_1~CUW~1_10#MGNP,86.0
2_7,1_10~CUW~1_6#MUR,58.0
2_8,1_10~CUW~1_1#MGNF,86.0
2_9,1_1~CUW~1_6,51.0
2_10,1_14~CUW~1_1#MGNP,86.0
2_11,1_1~CUW~1_10#MGNP,54.0
2_12,1_10~CUW~1_6#MGNF,69.0
2_13,1_14~CUW~1_20#MGNP,86.0
2_14,1_10~CUW~1_14,57.0
2_15,1_20~CUW~1_6#MUR,86.0
2_16,1_1~CUW~1_6,31.0
2_17,1_6~CUW~1_14#MUR,51.0
2_18,1_20~CUW~1_14#MGNP,44.0
2_19,1_10~CUW~1_20#MGNF,32.0
2_20,1_1~CUW~1_20#MGNP,86.0
2_21,1_10~CUW~1_14#MGNF,68.0
2_22,1_14~CUW~1_6#MGNP,51.0
2_23,1_10~CUW~1_20#MGNF,69.0
2_24,1_20~CUW~1_6#MGNP,66.0
2_25,1_6~CUW~1_1#MGNP,86.0
