cid,identity,score
1_1,(none),86.0
3_2,2_6~CUW~1_1,86.0
3_3,2_10~CUW~2_13,56.0
3_4,2_8~CUW~2_6#MGNF,80.0
3_5,1_1~CUW~2_6,86.0
3_6,2_13~CUW~2_8#MGNP,86.0
3_7,2_8~CUW~1_1#MGNP,86.0
3_8,2_6~CUW~2_10#MGNF,68.0
3_9,1_1~CUW~2_6,86.0
3_10,1_1~CUW~2_13#MGNF,79.0
3_11,2_6~CUW~2_8#MGNP,86.0
3_12,2_6~CUW~2_10#MGNP,86.0
3_13,2_8~CUW~1_1#MUR,86.0
3_14,2_6~CUW~2_13#MGNF,51.0
3_15,1_1~CUW~2_6#MUR,50.0
3_16,2_10~CUW~2_13#MGNP,80.0
3_17,1_1~CUW~2_8,86.0
3_18,2_13~CUW~1_1#MUR,79.0
3_19,2_10~CUW~2_13#MGNP,86.0
3_20,1_1~CUW~2_10#MUR,47.0
3_21,1_1~CUW~2_10,86.0
3_22,2_10~CUW~2_8#MGNF,86.0
3_23,2_13~CUW~1_1#MUR,64.0
3_24,1_1~CUW~2_6#MUR,86.0
3_25,2_6~CUW~2_10#MGNP,86.0
