cid,identity,score
1_1,(none),86.0
4_2,3_2~CUW~3_7#MGNP,86.0
4_3,1_1~CUW~3_6#MUR,50.0
4_4,3_5~CUW~3_7#MGNP,86.0
4_5,3_2~CUW~3_6#MGNP,86.0
4_6,1_1~CUW~3_6,37.0
4_7,3_7~CUW~3_2#MGNP,86.0
4_8,3_5~CUW~3_7#MGNP,83.0
4_9,3_7~CUW~3_6,61.0
4_10,3_5~CUW~3_7#MGNP,86.0
4_11,3_5~CUW~1_1,79.0
4_12,3_5~CUW~3_2,86.0
4_13,1_1~CUW~3_6#MUR,84.0
4_14,3_7~CUW~3_6#MGNF,86.0
4_15,3_6~CUW~3_7#MGNP,86.0
4_16,3_7~CUW~1_1#MGNF,86.0
4_17,3_2~CUW~3_7,86.0
4_18,3_7~CUW~3_2#MGNP,86.0
4_19,1_1~CUW~3_5#MGNP,86.0
4_20,3_7~CUW~3_5,72.0
4_21,3_5~CUW~3_7#MUR,83.0
4_22,3_2~CUW~3_7#MUR,86.0
4_23,3_5~CUW~3_6,86.0
4_24,3_5~CUW~3_6#MGNP,86.0
4_25,3_5~CUW~3_6#MGNP,75.0
